Part_ID,Group,Grade,Age,Months,SPA_Score,ENG_Score,Langs,BESA_Score,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj,BESA_Std,Speaker_Group,Age_Group,Total_Score,SPA_Pct
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-03,NA,NA,NA,1,1,NA,están romper el globo,DP,Clitic,Masculine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-05,0,NA,NA,NA,NA,NA,comer,Infinitive,Clitic,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-07,NA,NA,NA,1,1,NA,contar los números,DP,Clitic,Masculine,Plural,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-09,NA,NA,NA,0,1,NA,quitar los chaquetas,DP,Clitic,Feminine,Plural,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-11,NA,NA,NA,1,1,NA,los niños limpiar el perro,DP,Clitic,Masculine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-13,NA,NA,NA,1,1,NA,escuchar la música,DP,Clitic,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-15,NA,NA,NA,NA,NA,NA,los niños poner los libros en la mesa,DP,Clitic,Masculine,Plural,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-17,NA,NA,NA,1,1,NA,comer las galletas,DP,Clitic,Feminine,Plural,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-19,NA,NA,NA,1,1,NA,están cocinar el pescado,DP,Clitic,Masculine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-21,NA,NA,NA,1,1,NA,cerrar la puerta,DP,Clitic,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-23,NA,NA,NA,1,1,NA,hacer música con los instrumentos,DP,Clitic,Masculine,Plural,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H01,L2L 4th/5th,5,NA,129,1,5,NA,3,Production,Prod-25,1,NA,NA,1,1,NA,ponerlas,NA,Clitic,Feminine,Plural,NA,NA,NA,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th,6,0.16666666666666666
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-03,1,1,1,NA,NA,NA,lo están rompiendo,NA,Clitic,Masculine,Singular,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-05,0,1,0,NA,NA,NA,lo están compartiendo,Gender,Clitic,Feminine,Singular,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-07,1,1,1,NA,NA,NA,están contándolos,NA,Clitic,Masculine,Plural,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-09,0,1,0,NA,NA,Changed accuracy to 0 -Jen,la están quitando,Number,Clitic,Feminine,Plural,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-11,1,1,1,NA,NA,NA,lo están bañando,NA,Clitic,Masculine,Singular,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-13,1,1,1,NA,NA,NA,la están escuchando,NA,Clitic,Feminine,Singular,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-15,1,1,1,NA,NA,NA,los están poniendo,NA,Clitic,Masculine,Plural,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-17,1,NA,NA,NA,NA,Production not written on sheet,*production not noted on sheet,NA,Clitic,Feminine,Plural,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-19,1,1,1,NA,NA,NA,lo están cocinando,NA,Clitic,Masculine,Singular,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-21,1,1,1,NA,NA,NA,la están cerrando,NA,Clitic,Feminine,Singular,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-23,NA,NA,NA,1,1,NA,están tocando los instrumentos,DP,Clitic,Masculine,Plural,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H18,L2L 4th/5th,5,10,130,3,4,NA,8,Production,Prod-25,0,0,1,NA,NA,Se,se los ponen,Gender,Clitic,Feminine,Plural,NA,NA,NA,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th,7,0.42857142857142855
H19,L2L 4th/5th,5,10,129,2,5,NA,4,Production,Prod-03,NA,NA,NA,1,1,NA,popped el balón,DP,Clitic,Masculine,Singular,NA,NA,NA,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th,7,0.2857142857142857
H19,L2L 4th/5th,5,10,129,2,5,NA,4,Production,Prod-05,NA,NA,NA,0,1,NA,comen el pizza,DP,Clitic,Feminine,Singular,NA,NA,NA,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th,7,0.2857142857142857
