Part_ID,Cohort,Session,Group,Grade,Age,Months_at_Start,AoA_SPA,AoA_ENG,SPA_Use,SPA_Contexts,ENG_Contexts,Langs,BESA_Score,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Initial_Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj,BESA_Std,Speaker_Group,Age_Group,Contexts,SPA_Pct,Verb_Freq_Std,Lang_Group,Interface,Timing,Months_at_Start_Std
H77,1,1,HS 4th/5th,4,11,132,NA,NA,NA,5,5,NA,8,Production,Prod-26,0,NA,NA,NA,NA,NA,mirar TV,Infinitive,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,0.947884570880832,HS,No,Late,NA
H77,1,1,HS 4th/5th,4,11,132,NA,NA,NA,5,5,NA,8,Production,Prod-28,NA,NA,NA,NA,NA,Removed 0 for accuracy -Jen,a la sol,DP,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,-0.5470515123128521,HS,No,Late,NA
H05,1,1,HS 7th/8th,8,NA,174,NA,NA,NA,2,6,NA,8,Production,Prod-02,0,NA,NA,NA,NA,NA,que ellos escriben,Indicative,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.6256721057991523,HS,No,Late,NA
H05,1,1,HS 7th/8th,8,NA,174,NA,NA,NA,2,6,NA,8,Production,Prod-06,0,NA,NA,NA,NA,NA,que los niños juegan,Regular verb,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,2.2467589391230915,HS,No,Late,NA
H05,1,1,HS 7th/8th,8,NA,174,NA,NA,NA,2,6,NA,8,Production,Prod-10,0,NA,NA,NA,NA,Code 0 for accuracy added -Jen,abrir la puerta,Infinitive,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.7677630688309908,HS,No,Late,NA
H05,1,1,HS 7th/8th,8,NA,174,NA,NA,NA,2,6,NA,8,Production,Prod-14,1,NA,NA,NA,NA,Code 1 for accuracy added -Jen,quiere que sus amigos entren,Regular verb,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.23125157768356308,HS,No,Late,NA
H05,1,1,HS 7th/8th,8,NA,174,NA,NA,NA,2,6,NA,8,Production,Prod-18,0,NA,NA,NA,NA,NA,que los niños se comen,Indicative,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.6862748024966794,HS,No,Late,NA
H05,1,1,HS 7th/8th,8,NA,174,NA,NA,NA,2,6,NA,8,Production,Prod-22,0,NA,NA,NA,NA,NA,quiere que ponen,Indicative,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.3355417136850345,HS,No,Late,NA
H05,1,1,HS 7th/8th,8,NA,174,NA,NA,NA,2,6,NA,8,Production,Prod-26,0,NA,NA,NA,NA,Code ) for accuracy and infinitive added -Jen,ver televisión,Infinitive,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,0.9453099588712524,HS,No,Late,NA
H05,1,1,HS 7th/8th,8,NA,174,NA,NA,NA,2,6,NA,8,Production,Prod-28,NA,NA,NA,NA,NA,NA,NA,Omission,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.5455656294989241,HS,No,Late,NA
H07,1,1,HS 7th/8th,8,NA,171,NA,NA,NA,4,4,NA,8,Production,Prod-02,0,NA,NA,NA,NA,NA,quiere leer,Infinitive,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.6256721057991523,HS,No,Late,NA
H07,1,1,HS 7th/8th,8,NA,171,NA,NA,NA,4,4,NA,8,Production,Prod-06,1,NA,NA,NA,NA,Changed accuracy to 1 -Jen,jueguen,Regular verb,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,2.2467589391230915,HS,No,Late,NA
H07,1,1,HS 7th/8th,8,NA,171,NA,NA,NA,4,4,NA,8,Production,Prod-10,0,NA,NA,NA,NA,NA,que abren la puerta,Indicative,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.7677630688309908,HS,No,Late,NA
H07,1,1,HS 7th/8th,8,NA,171,NA,NA,NA,4,4,NA,8,Production,Prod-14,0,NA,NA,NA,NA,NA,que salen,Indicative,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.23125157768356308,HS,No,Late,NA
H07,1,1,HS 7th/8th,8,NA,171,NA,NA,NA,4,4,NA,8,Production,Prod-18,0,NA,NA,NA,NA,NA,que comen,Indicative,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.6862748024966794,HS,No,Late,NA
H07,1,1,HS 7th/8th,8,NA,171,NA,NA,NA,4,4,NA,8,Production,Prod-22,0,NA,NA,NA,NA,Extra clitic,que se los ponen,Indicative,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.3355417136850345,HS,No,Late,NA
H07,1,1,HS 7th/8th,8,NA,171,NA,NA,NA,4,4,NA,8,Production,Prod-26,1,NA,NA,NA,NA,NA,que vean,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,0.9453099588712524,HS,No,Late,NA
H07,1,1,HS 7th/8th,8,NA,171,NA,NA,NA,4,4,NA,8,Production,Prod-28,1,NA,NA,NA,NA,NA,esté soleado,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.5,-0.5455656294989241,HS,No,Late,NA
H15,1,1,HS 7th/8th,8,NA,172,NA,NA,NA,1,4,NA,8,Production,Prod-02,0,NA,NA,NA,NA,NA,escribir algo,Infinitive,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.6256721057991523,HS,No,Late,NA
H15,1,1,HS 7th/8th,8,NA,172,NA,NA,NA,1,4,NA,8,Production,Prod-06,0,NA,NA,NA,NA,NA,hacen trabajo,Indicative,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,2.2467589391230915,HS,No,Late,NA
H15,1,1,HS 7th/8th,8,NA,172,NA,NA,NA,1,4,NA,8,Production,Prod-10,0,NA,NA,NA,NA,NA,abrir,Infinitive,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.7677630688309908,HS,No,Late,NA
H15,1,1,HS 7th/8th,8,NA,172,NA,NA,NA,1,4,NA,8,Production,Prod-14,0,NA,NA,NA,NA,NA,salir,Infinitive,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.23125157768356308,HS,No,Late,NA
H15,1,1,HS 7th/8th,8,NA,172,NA,NA,NA,1,4,NA,8,Production,Prod-18,0,NA,NA,NA,NA,NA,comer el pollo,Infinitive,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.6862748024966794,HS,No,Late,NA
H15,1,1,HS 7th/8th,8,NA,172,NA,NA,NA,1,4,NA,8,Production,Prod-22,0,NA,NA,NA,NA,Extra clitic,ponerlo,Infinitive,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.3355417136850345,HS,No,Late,NA
H15,1,1,HS 7th/8th,8,NA,172,NA,NA,NA,1,4,NA,8,Production,Prod-26,0,NA,NA,NA,NA,NA,ver la televisión,Infinitive,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,0.9453099588712524,HS,No,Late,NA
H15,1,1,HS 7th/8th,8,NA,172,NA,NA,NA,1,4,NA,8,Production,Prod-28,1,NA,NA,NA,NA,NA,esté sol,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.2,-0.5455656294989241,HS,No,Late,NA
H38,1,1,HS 7th/8th,7,NA,159,NA,NA,NA,2,5,NA,8,Production,Prod-02,0,NA,NA,NA,NA,NA,estás escribiendo,NA,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.6256721057991523,HS,No,Late,NA
H38,1,1,HS 7th/8th,7,NA,159,NA,NA,NA,2,5,NA,8,Production,Prod-06,0,NA,NA,NA,NA,NA,que juegan y hacer ejercicio,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,2.2467589391230915,HS,No,Late,NA
H38,1,1,HS 7th/8th,7,NA,159,NA,NA,NA,2,5,NA,8,Production,Prod-10,0,NA,NA,NA,NA,Added code 0 for accuracy,abrir la puerta,Infinitive,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.7677630688309908,HS,No,Late,NA
H38,1,1,HS 7th/8th,7,NA,159,NA,NA,NA,2,5,NA,8,Production,Prod-14,0,NA,NA,NA,NA,NA,que salen,indicative,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.23125157768356308,HS,No,Late,NA
H38,1,1,HS 7th/8th,7,NA,159,NA,NA,NA,2,5,NA,8,Production,Prod-18,0,NA,NA,NA,NA,Added 0 code for accuracy -Jen,comen la comida,Indicative,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.6862748024966794,HS,No,Late,NA
H38,1,1,HS 7th/8th,7,NA,159,NA,NA,NA,2,5,NA,8,Production,Prod-22,0,NA,NA,NA,NA,NA,que ponen las chaquetas,NA,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.3355417136850345,HS,No,Late,NA
H38,1,1,HS 7th/8th,7,NA,159,NA,NA,NA,2,5,NA,8,Production,Prod-26,0,NA,NA,NA,NA,NA,mirar la televisión,Infinitive,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,0.9453099588712524,HS,No,Late,NA
H38,1,1,HS 7th/8th,7,NA,159,NA,NA,NA,2,5,NA,8,Production,Prod-28,NA,NA,NA,NA,NA,NA,una mañana más soleado,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,7,0.2857142857142857,-0.5455656294989241,HS,No,Late,NA
H64,1,1,HS 7th/8th,7,13,NA,NA,NA,NA,NA,NA,NA,8,Production,Prod-02,NA,NA,NA,NA,NA,Removed 0 for accuracy-verb unclear -Jen,escritan,Other,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.6256721057991523,HS,No,Late,NA
H64,1,1,HS 7th/8th,7,13,NA,NA,NA,NA,NA,NA,NA,8,Production,Prod-06,0,NA,NA,NA,NA,NA,hacer ejercicio,Indicative,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,2.2467589391230915,HS,No,Late,NA
H64,1,1,HS 7th/8th,7,13,NA,NA,NA,NA,NA,NA,NA,8,Production,Prod-10,0,NA,NA,NA,NA,NA,abren,Indicative,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.7677630688309908,HS,No,Late,NA
H64,1,1,HS 7th/8th,7,13,NA,NA,NA,NA,NA,NA,NA,8,Production,Prod-14,0,NA,NA,NA,NA,NA,salen,Indicative,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.23125157768356308,HS,No,Late,NA
H64,1,1,HS 7th/8th,7,13,NA,NA,NA,NA,NA,NA,NA,8,Production,Prod-18,0,NA,NA,NA,NA,NA,comen,Indicative,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.6862748024966794,HS,No,Late,NA
H64,1,1,HS 7th/8th,7,13,NA,NA,NA,NA,NA,NA,NA,8,Production,Prod-22,0,NA,NA,NA,NA,NA,se ponen las chaquetas,Indicative,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.3355417136850345,HS,No,Late,NA
H64,1,1,HS 7th/8th,7,13,NA,NA,NA,NA,NA,NA,NA,8,Production,Prod-26,1,NA,NA,NA,NA,NA,vean a la TV,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,0.9453099588712524,HS,No,Late,NA
H64,1,1,HS 7th/8th,7,13,NA,NA,NA,NA,NA,NA,NA,8,Production,Prod-28,0,NA,NA,NA,NA,NA,hay sol,Indicative,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,NA,NA,-0.5455656294989241,HS,No,Late,NA
H65,1,1,HS 7th/8th,7,13,164,NA,NA,NA,2,3,2,8,Production,Prod-02,1,NA,NA,NA,NA,NA,escriban,NA,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.6256721057991523,HS,No,Late,NA
H65,1,1,HS 7th/8th,7,13,164,NA,NA,NA,2,3,2,8,Production,Prod-06,1,NA,NA,NA,NA,NA,hagan ejercicio,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,2.2467589391230915,HS,No,Late,NA
H65,1,1,HS 7th/8th,7,13,164,NA,NA,NA,2,3,2,8,Production,Prod-10,1,NA,NA,NA,NA,NA,abran la puerta,NA,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.7677630688309908,HS,No,Late,NA
H65,1,1,HS 7th/8th,7,13,164,NA,NA,NA,2,3,2,8,Production,Prod-14,1,NA,NA,NA,NA,NA,que salgan,NA,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.23125157768356308,HS,No,Late,NA
H65,1,1,HS 7th/8th,7,13,164,NA,NA,NA,2,3,2,8,Production,Prod-18,1,NA,NA,NA,NA,NA,se coman la comida,NA,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.6862748024966794,HS,No,Late,NA
H65,1,1,HS 7th/8th,7,13,164,NA,NA,NA,2,3,2,8,Production,Prod-22,1,NA,NA,NA,NA,NA,se pogan las chaquetas,NA,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.3355417136850345,HS,No,Late,NA
H65,1,1,HS 7th/8th,7,13,164,NA,NA,NA,2,3,2,8,Production,Prod-26,1,NA,NA,NA,NA,NA,que vean la tele,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,0.9453099588712524,HS,No,Late,NA
H65,1,1,HS 7th/8th,7,13,164,NA,NA,NA,2,3,2,8,Production,Prod-28,0,NA,NA,NA,NA,NA,ella quiere sol,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,5,0.4,-0.5455656294989241,HS,No,Late,NA
H66,1,1,HS 7th/8th,7,12,154,NA,NA,NA,2,6,2,8,Production,Prod-02,0,NA,NA,NA,NA,NA,escribir,Infinitive,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.6256721057991523,HS,No,Late,NA
H66,1,1,HS 7th/8th,7,12,154,NA,NA,NA,2,6,2,8,Production,Prod-06,1,NA,NA,NA,NA,NA,hagan ejercicio,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,2.2467589391230915,HS,No,Late,NA
H66,1,1,HS 7th/8th,7,12,154,NA,NA,NA,2,6,2,8,Production,Prod-10,0,NA,NA,NA,NA,NA,la abre,Indicative,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.7677630688309908,HS,No,Late,NA
H66,1,1,HS 7th/8th,7,12,154,NA,NA,NA,2,6,2,8,Production,Prod-14,1,NA,NA,NA,NA,NA,salgan,NA,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.23125157768356308,HS,No,Late,NA
H66,1,1,HS 7th/8th,7,12,154,NA,NA,NA,2,6,2,8,Production,Prod-18,0,NA,NA,NA,NA,NA,comen,Indicative,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.6862748024966794,HS,No,Late,NA
H66,1,1,HS 7th/8th,7,12,154,NA,NA,NA,2,6,2,8,Production,Prod-22,1,NA,NA,NA,NA,NA,se la pongan,NA,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.3355417136850345,HS,No,Late,NA
H66,1,1,HS 7th/8th,7,12,154,NA,NA,NA,2,6,2,8,Production,Prod-26,1,NA,NA,NA,NA,NA,vean la TV,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,0.9453099588712524,HS,No,Late,NA
H66,1,1,HS 7th/8th,7,12,154,NA,NA,NA,2,6,2,8,Production,Prod-28,1,NA,NA,NA,NA,NA,esté soleado,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,NA,HS,7th/8th grade,8,0.25,-0.5455656294989241,HS,No,Late,NA
H01,1,1,L2L 4th/5th,5,NA,129,NA,NA,NA,1,5,NA,3,Production,Prod-02,0,NA,NA,NA,NA,NA,escribir,Infinitive,Subjunctive,NA,NA,escribir,265684,Regular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.6294526363092482,L2L,No,Late,NA
H01,1,1,L2L 4th/5th,5,NA,129,NA,NA,NA,1,5,NA,3,Production,Prod-06,0,NA,NA,NA,NA,NA,jugar,Infinitive,Subjunctive,NA,NA,hacer,2726954,Irregular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,2.2603346453747495,L2L,No,Late,NA
H01,1,1,L2L 4th/5th,5,NA,129,NA,NA,NA,1,5,NA,3,Production,Prod-10,0,NA,NA,NA,NA,NA,abrir la puerta,Infinitive,Subjunctive,NA,NA,abrir,143932,Regular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.772402162821817,L2L,No,Late,NA
H01,1,1,L2L 4th/5th,5,NA,129,NA,NA,NA,1,5,NA,3,Production,Prod-14,0,NA,NA,NA,NA,NA,ir,Infinitive,Subjunctive,NA,NA,ir,603647,Irregular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.23264888089851757,L2L,No,Late,NA
H01,1,1,L2L 4th/5th,5,NA,129,NA,NA,NA,1,5,NA,3,Production,Prod-18,0,NA,NA,NA,NA,NA,quiere que ellos comer,Infinitive,Subjunctive,NA,NA,comer,213756,Regular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.6904215157752501,L2L,No,Late,NA
H01,1,1,L2L 4th/5th,5,NA,129,NA,NA,NA,1,5,NA,3,Production,Prod-22,0,NA,NA,NA,NA,NA,la mamá quiere ponerse las chaquetas,Infinitive,Subjunctive,NA,NA,poner,514285,Irregular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.3375691745135397,L2L,No,Late,NA
H01,1,1,L2L 4th/5th,5,NA,129,NA,NA,NA,1,5,NA,3,Production,Prod-26,0,NA,NA,NA,NA,NA,ven la televisión,Indicative,Subjunctive,NA,NA,ver,1611795,Irregular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,0.9510218535008612,L2L,No,Late,NA
H01,1,1,L2L 4th/5th,5,NA,129,NA,NA,NA,1,5,NA,3,Production,Prod-28,0,NA,NA,NA,NA,NA,el sol que salir,Indicative,Subjunctive,NA,NA,salir,334324,Irregular,L2 learner,L2,L2,L2,-2.3076123296628386,L2L,4th/5th grade,6,0.16666666666666666,-0.5488621285572381,L2L,No,Late,NA
H18,1,1,L2L 4th/5th,5,10,130,NA,NA,NA,3,4,NA,8,Production,Prod-02,0,NA,NA,NA,NA,NA,escribir,Infinitive,Subjunctive,NA,NA,escribir,265684,Regular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.6294526363092482,L2L,No,Late,NA
H18,1,1,L2L 4th/5th,5,10,130,NA,NA,NA,3,4,NA,8,Production,Prod-06,1,NA,NA,NA,NA,NA,hagan ejercicio,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,2.2603346453747495,L2L,No,Late,NA
H18,1,1,L2L 4th/5th,5,10,130,NA,NA,NA,3,4,NA,8,Production,Prod-10,0,NA,NA,NA,NA,Extra clitic,abrirla,Infinitive,Subjunctive,NA,NA,abrir,143932,Regular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.772402162821817,L2L,No,Late,NA
H18,1,1,L2L 4th/5th,5,10,130,NA,NA,NA,3,4,NA,8,Production,Prod-14,1,NA,NA,NA,NA,NA,salgan,NA,Subjunctive,NA,NA,ir,603647,Irregular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.23264888089851757,L2L,No,Late,NA
H18,1,1,L2L 4th/5th,5,10,130,NA,NA,NA,3,4,NA,8,Production,Prod-18,0,NA,NA,NA,NA,NA,comen,Indicative,Subjunctive,NA,NA,comer,213756,Regular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.6904215157752501,L2L,No,Late,NA
H18,1,1,L2L 4th/5th,5,10,130,NA,NA,NA,3,4,NA,8,Production,Prod-22,0,NA,NA,NA,NA,Se,se las ponen,Indicative,Subjunctive,NA,NA,poner,514285,Irregular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.3375691745135397,L2L,No,Late,NA
H18,1,1,L2L 4th/5th,5,10,130,NA,NA,NA,3,4,NA,8,Production,Prod-26,0,NA,NA,NA,NA,NA,miran la TV,Indicative,Subjunctive,NA,NA,ver,1611795,Irregular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,0.9510218535008612,L2L,No,Late,NA
H18,1,1,L2L 4th/5th,5,10,130,NA,NA,NA,3,4,NA,8,Production,Prod-28,0,NA,NA,NA,NA,NA,hay sol,Indicative,Subjunctive,NA,NA,salir,334324,Irregular,"Russian, Lithuanian",No,Yes,Yes,0.6837369865667673,L2L,4th/5th grade,7,0.42857142857142855,-0.5488621285572381,L2L,No,Late,NA
H19,1,1,L2L 4th/5th,5,10,129,NA,NA,NA,2,5,NA,4,Production,Prod-02,0,NA,NA,NA,NA,NA,es escribir,Other,Subjunctive,NA,NA,escribir,265684,Regular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,-0.6294526363092482,L2L,No,Late,NA
H19,1,1,L2L 4th/5th,5,10,129,NA,NA,NA,2,5,NA,4,Production,Prod-06,NA,NA,NA,NA,NA,Removed 0 accuracy code -Jen,"trabajo, walking",English,Subjunctive,NA,NA,hacer,2726954,Irregular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,2.2603346453747495,L2L,No,Late,NA
H19,1,1,L2L 4th/5th,5,10,129,NA,NA,NA,2,5,NA,4,Production,Prod-10,NA,NA,NA,NA,NA,NA,es opening,English,Subjunctive,NA,NA,abrir,143932,Regular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,-0.772402162821817,L2L,No,Late,NA
H19,1,1,L2L 4th/5th,5,10,129,NA,NA,NA,2,5,NA,4,Production,Prod-14,NA,NA,NA,NA,NA,NA,"leaving, no entran",Regular,Subjunctive,NA,NA,ir,603647,Irregular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,-0.23264888089851757,L2L,No,Late,NA
H19,1,1,L2L 4th/5th,5,10,129,NA,NA,NA,2,5,NA,4,Production,Prod-18,NA,NA,NA,NA,NA,Code 0 for accuracy removed,tenía comer,Other,Subjunctive,NA,NA,comer,213756,Regular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,-0.6904215157752501,L2L,No,Late,NA
H19,1,1,L2L 4th/5th,5,10,129,NA,NA,NA,2,5,NA,4,Production,Prod-22,NA,NA,NA,NA,NA,Code 0 for accuracy removed -Jen,tiene las chaquetas,Other,Subjunctive,NA,NA,poner,514285,Irregular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,-0.3375691745135397,L2L,No,Late,NA
H19,1,1,L2L 4th/5th,5,10,129,NA,NA,NA,2,5,NA,4,Production,Prod-26,0,NA,NA,NA,NA,NA,veo el TV,Indicative,Subjunctive,NA,NA,ver,1611795,Irregular,Russian,No,Yes,Yes,-1.7093424664169177,L2L,4th/5th grade,7,0.2857142857142857,0.9510218535008612,L2L,No,Late,NA
