Part_ID,Cohort,Session,Group,Grade,Age,Months_at_Start,AoA_SPA,AoA_ENG,SPA_Use,SPA_Contexts,ENG_Contexts,Langs,BESA_Score,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Initial_Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj,BESA_Std,Speaker_Group,Age_Group,Contexts,SPA_Pct,Verb_Freq_Std,Lang_Group,Interface,Timing,Months_at_Start_Std
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-10,0,NA,NA,NA,NA,NA,abrir,Infinitive,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,-0.769854120553205,HS,No,Late,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-14,0,NA,NA,NA,NA,NA,se van,Indicative,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,-0.2318814061155509,HS,No,Late,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-18,0,NA,NA,NA,NA,NA,comen,Indicative,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,-0.6881439157243551,HS,No,Late,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-22,0,NA,NA,NA,NA,NA,ponen,Indicative,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,-0.33645558295898137,HS,No,Late,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-26,0,NA,NA,NA,NA,NA,quiere ver,Indicative,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,0.947884570880832,HS,No,Late,NA
H20,1,1,HS 4th/5th,5,11,138,NA,NA,NA,5,5,NA,8,Production,Prod-28,0,NA,NA,NA,NA,NA,el sol está,Indicative,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,-0.5470515123128521,HS,No,Late,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-02,0,NA,NA,NA,NA,NA,escibir,Infinitive,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,-0.6273761637142651,HS,No,Late,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-06,0,NA,NA,NA,NA,NA,tiene ejercito,Indicative,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,2.252878130498378,HS,No,Late,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-10,0,NA,NA,NA,NA,NA,abrir,Infinitive,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,-0.769854120553205,HS,No,Late,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-14,NA,NA,NA,NA,NA,NA,N/A,English,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,-0.2318814061155509,HS,No,Late,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-18,0,NA,NA,NA,NA,NA,comen el pollo y veg.,Indicative,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,-0.6881439157243551,HS,No,Late,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-22,0,NA,NA,NA,NA,NA,pusir la chaqueta,Other,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,-0.33645558295898137,HS,No,Late,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-26,0,NA,NA,NA,NA,NA,ven televisión,Indicative,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,0.947884570880832,HS,No,Late,NA
H22,1,1,HS 4th/5th,5,11,138,NA,NA,NA,4,3,NA,8,Production,Prod-28,0,NA,NA,NA,NA,NA,hay sol,Indicative,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,7,0.5714285714285714,-0.5470515123128521,HS,No,Late,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-02,0,NA,NA,NA,NA,NA,escribe,Indicative,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,-0.6273761637142651,HS,No,Late,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-06,0,NA,NA,NA,NA,NA,hacen ejercicio,Indicative,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,2.252878130498378,HS,No,Late,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-10,0,NA,NA,NA,NA,NA,abre,Indicative,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,-0.769854120553205,HS,No,Late,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-14,NA,NA,NA,NA,NA,Removed 0 in accuracy because didn't produce Spanish -Jen,don't know,English,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,-0.2318814061155509,HS,No,Late,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-18,0,NA,NA,NA,NA,NA,comer,Infinitive,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,-0.6881439157243551,HS,No,Late,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-22,0,NA,NA,NA,NA,NA,poner,Infinitive,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,-0.33645558295898137,HS,No,Late,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-26,0,NA,NA,NA,NA,NA,ver la televisión,Infinitive,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,0.947884570880832,HS,No,Late,NA
H24,1,1,HS 4th/5th,5,11,138,NA,NA,NA,2,3,NA,8,Production,Prod-28,0,NA,NA,NA,NA,NA,quiere el sol,Indicative,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,5,0.4,-0.5470515123128521,HS,No,Late,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-02,1,NA,NA,NA,NA,NA,escriban,NA,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,-0.6273761637142651,HS,No,Late,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-06,0,NA,NA,NA,NA,NA,hacen ejercicio,Indicative,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,2.252878130498378,HS,No,Late,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-10,0,NA,NA,NA,NA,NA,abre,Indicative,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,-0.769854120553205,HS,No,Late,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-14,0,NA,NA,NA,NA,NA,salen,Indicative,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,-0.2318814061155509,HS,No,Late,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-18,0,NA,NA,NA,NA,NA,comen,Indicative,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,-0.6881439157243551,HS,No,Late,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-22,0,NA,NA,NA,NA,NA,se pone,Indicative,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,-0.33645558295898137,HS,No,Late,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-26,0,NA,NA,NA,NA,NA,ver la televisión,Infinitive,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,0.947884570880832,HS,No,Late,NA
H25,1,1,HS 4th/5th,5,10,128,NA,NA,NA,4,2,NA,7,Production,Prod-28,NA,NA,NA,NA,NA,Removed 0 code accuracy because didn't produce Spanish -Jen,unsure,Other,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,0.11230770183518655,HS,4th/5th grade,6,0.6666666666666666,-0.5470515123128521,HS,No,Late,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-02,0,NA,NA,NA,NA,NA,leer,Infinitive,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,-0.6273761637142651,HS,No,Late,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-06,0,NA,NA,NA,NA,NA,que hacen los niños fuerte,Indicative,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,2.252878130498378,HS,No,Late,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-10,NA,NA,NA,NA,NA,Removed 0 for accuracy because there is no verb -Jen,la puerta abierta,Other,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,-0.769854120553205,HS,No,Late,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-14,0,NA,NA,NA,NA,NA,viene,Indicative,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,-0.2318814061155509,HS,No,Late,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-18,0,NA,NA,NA,NA,NA,comer los pan,Infinitive,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,-0.6881439157243551,HS,No,Late,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-22,0,NA,NA,NA,NA,NA,se ponen las chaquetas,Indicative,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,-0.33645558295898137,HS,No,Late,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-26,0,NA,NA,NA,NA,NA,jugar la televisión,Indicative,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,0.947884570880832,HS,No,Late,NA
H26,1,1,HS 4th/5th,5,NA,132,NA,NA,NA,1,3,NA,8,Production,Prod-28,1,NA,NA,NA,NA,NA,que esté soleado,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,4,0.25,-0.5470515123128521,HS,No,Late,NA
H44,1,1,HS 4th/5th,5,NA,137,NA,NA,NA,2,6,NA,4,Production,Prod-02,0,NA,NA,NA,NA,NA,escribir,Infinitive,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,-1.5723078256925953,HS,4th/5th grade,8,0.25,-0.6273761637142651,HS,No,Late,NA
H44,1,1,HS 4th/5th,5,NA,137,NA,NA,NA,2,6,NA,4,Production,Prod-06,NA,NA,NA,NA,NA,Removed 0 for accouracy b/c English -Jen,working out,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,-1.5723078256925953,HS,4th/5th grade,8,0.25,2.252878130498378,HS,No,Late,NA
H44,1,1,HS 4th/5th,5,NA,137,NA,NA,NA,2,6,NA,4,Production,Prod-10,0,NA,NA,NA,NA,NA,cerrar la puerta,Infinitive,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,-1.5723078256925953,HS,4th/5th grade,8,0.25,-0.769854120553205,HS,No,Late,NA
H44,1,1,HS 4th/5th,5,NA,137,NA,NA,NA,2,6,NA,4,Production,Prod-14,0,NA,NA,NA,NA,English,salin (leave),Infinitive,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,-1.5723078256925953,HS,4th/5th grade,8,0.25,-0.2318814061155509,HS,No,Late,NA
H44,1,1,HS 4th/5th,5,NA,137,NA,NA,NA,2,6,NA,4,Production,Prod-18,0,NA,NA,NA,NA,NA,comer,Infinitive,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,-1.5723078256925953,HS,4th/5th grade,8,0.25,-0.6881439157243551,HS,No,Late,NA
H44,1,1,HS 4th/5th,5,NA,137,NA,NA,NA,2,6,NA,4,Production,Prod-22,0,NA,NA,NA,NA,NA,poner,NA,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,-1.5723078256925953,HS,4th/5th grade,8,0.25,-0.33645558295898137,HS,No,Late,NA
H44,1,1,HS 4th/5th,5,NA,137,NA,NA,NA,2,6,NA,4,Production,Prod-26,0,NA,NA,NA,NA,NA,mirar la tv,Infinitive,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,-1.5723078256925953,HS,4th/5th grade,8,0.25,0.947884570880832,HS,No,Late,NA
H44,1,1,HS 4th/5th,5,NA,137,NA,NA,NA,2,6,NA,4,Production,Prod-28,NA,NA,NA,NA,NA,Removed 0 for accuracy; no verb -Jen,sol,Omission,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,-1.5723078256925953,HS,4th/5th grade,8,0.25,-0.5470515123128521,HS,No,Late,NA
H45,1,1,HS 4th/5th,5,NA,136,NA,NA,NA,4,4,NA,3,Production,Prod-02,0,NA,NA,NA,NA,NA,escribe,Indicative,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,-2.133846334868523,HS,4th/5th grade,8,0.5,-0.6273761637142651,HS,No,Late,NA
H45,1,1,HS 4th/5th,5,NA,136,NA,NA,NA,4,4,NA,3,Production,Prod-06,0,NA,NA,NA,NA,NA,que los niños hacen ejercicios,Indicative,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,-2.133846334868523,HS,4th/5th grade,8,0.5,2.252878130498378,HS,No,Late,NA
H45,1,1,HS 4th/5th,5,NA,136,NA,NA,NA,4,4,NA,3,Production,Prod-10,1,NA,NA,NA,NA,NA,que abran la puerta,NA,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,-2.133846334868523,HS,4th/5th grade,8,0.5,-0.769854120553205,HS,No,Late,NA
H45,1,1,HS 4th/5th,5,NA,136,NA,NA,NA,4,4,NA,3,Production,Prod-14,0,NA,NA,NA,NA,NA,qye ir afuera,Infinitive,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,-2.133846334868523,HS,4th/5th grade,8,0.5,-0.2318814061155509,HS,No,Late,NA
H45,1,1,HS 4th/5th,5,NA,136,NA,NA,NA,4,4,NA,3,Production,Prod-18,1,NA,NA,NA,NA,NA,que coma la comida,NA,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,-2.133846334868523,HS,4th/5th grade,8,0.5,-0.6881439157243551,HS,No,Late,NA
H45,1,1,HS 4th/5th,5,NA,136,NA,NA,NA,4,4,NA,3,Production,Prod-22,0,NA,NA,NA,NA,NA,que se ponen,Indicative,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,-2.133846334868523,HS,4th/5th grade,8,0.5,-0.33645558295898137,HS,No,Late,NA
H45,1,1,HS 4th/5th,5,NA,136,NA,NA,NA,4,4,NA,3,Production,Prod-26,0,NA,NA,NA,NA,NA,que usan la televisión,Indicative,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,-2.133846334868523,HS,4th/5th grade,8,0.5,0.947884570880832,HS,No,Late,NA
H45,1,1,HS 4th/5th,5,NA,136,NA,NA,NA,4,4,NA,3,Production,Prod-28,NA,NA,NA,NA,NA,Removed 0 for accuracy; no verb -Jen,la sol,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,-2.133846334868523,HS,4th/5th grade,8,0.5,-0.5470515123128521,HS,No,Late,NA
H46,1,1,HS 4th/5th,5,NA,146,NA,NA,NA,2,3,NA,6,Production,Prod-02,NA,NA,NA,NA,NA,Removed 0 for accuracy; English -Jen,write un papel,NA,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,-0.4492308073407407,HS,4th/5th grade,5,0.4,-0.6273761637142651,HS,No,Late,NA
H46,1,1,HS 4th/5th,5,NA,146,NA,NA,NA,2,3,NA,6,Production,Prod-06,NA,NA,NA,NA,NA,Removed 0 for accuracy; English verb _Jen,la papá exercise,NA,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,-0.4492308073407407,HS,4th/5th grade,5,0.4,2.252878130498378,HS,No,Late,NA
H46,1,1,HS 4th/5th,5,NA,146,NA,NA,NA,2,3,NA,6,Production,Prod-10,NA,NA,NA,NA,NA,Removed 0 for accuracy; English -Jen,opens la door,NA,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,-0.4492308073407407,HS,4th/5th grade,5,0.4,-0.769854120553205,HS,No,Late,NA
H46,1,1,HS 4th/5th,5,NA,146,NA,NA,NA,2,3,NA,6,Production,Prod-14,NA,NA,NA,NA,NA,Removed 0 for accuracy; English -Jen,wants to get out,NA,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,-0.4492308073407407,HS,4th/5th grade,5,0.4,-0.2318814061155509,HS,No,Late,NA
H46,1,1,HS 4th/5th,5,NA,146,NA,NA,NA,2,3,NA,6,Production,Prod-18,0,NA,NA,NA,NA,NA,comer una sopa,NA,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,-0.4492308073407407,HS,4th/5th grade,5,0.4,-0.6881439157243551,HS,No,Late,NA
H46,1,1,HS 4th/5th,5,NA,146,NA,NA,NA,2,3,NA,6,Production,Prod-22,NA,NA,NA,NA,NA,Removed 0 for accuracy-English -Jen,takes off,NA,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,-0.4492308073407407,HS,4th/5th grade,5,0.4,-0.33645558295898137,HS,No,Late,NA
H46,1,1,HS 4th/5th,5,NA,146,NA,NA,NA,2,3,NA,6,Production,Prod-26,NA,NA,NA,NA,NA,Removed 0 for accuracy English -Jen,watching tele,NA,Subjunctive,NA,NA,ver,1611795,Irregular,Heritage Spanish,NA,NA,NA,-0.4492308073407407,HS,4th/5th grade,5,0.4,0.947884570880832,HS,No,Late,NA
H46,1,1,HS 4th/5th,5,NA,146,NA,NA,NA,2,3,NA,6,Production,Prod-28,NA,NA,NA,NA,NA,"Removed 0 for accuracy, no verb -Jen",la sol,NA,Subjunctive,NA,NA,salir,334324,Irregular,Heritage Spanish,NA,NA,NA,-0.4492308073407407,HS,4th/5th grade,5,0.4,-0.5470515123128521,HS,No,Late,NA
H77,1,1,HS 4th/5th,4,11,132,NA,NA,NA,5,5,NA,8,Production,Prod-02,0,NA,NA,NA,NA,NA,a dibujar,Infinitive,Subjunctive,NA,NA,escribir,265684,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,-0.6273761637142651,HS,No,Late,NA
H77,1,1,HS 4th/5th,4,11,132,NA,NA,NA,5,5,NA,8,Production,Prod-06,0,NA,NA,NA,NA,NA,hacer ejercicio,Infinitive,Subjunctive,NA,NA,hacer,2726954,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,2.252878130498378,HS,No,Late,NA
H77,1,1,HS 4th/5th,4,11,132,NA,NA,NA,5,5,NA,8,Production,Prod-10,0,NA,NA,NA,NA,NA,abrir la puerta,Infinitive,Subjunctive,NA,NA,abrir,143932,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,-0.769854120553205,HS,No,Late,NA
H77,1,1,HS 4th/5th,4,11,132,NA,NA,NA,5,5,NA,8,Production,Prod-14,0,NA,NA,NA,NA,NA,a salir,Infinitive,Subjunctive,NA,NA,ir,603647,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,-0.2318814061155509,HS,No,Late,NA
H77,1,1,HS 4th/5th,4,11,132,NA,NA,NA,5,5,NA,8,Production,Prod-18,0,NA,NA,NA,NA,NA,a comerlad,Infinitive,Subjunctive,NA,NA,comer,213756,Regular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,-0.6881439157243551,HS,No,Late,NA
H77,1,1,HS 4th/5th,4,11,132,NA,NA,NA,5,5,NA,8,Production,Prod-22,0,NA,NA,NA,NA,NA,a poner,Infinitive,Subjunctive,NA,NA,poner,514285,Irregular,Heritage Spanish,NA,NA,NA,0.6738462110111139,HS,4th/5th grade,10,0.5,-0.33645558295898137,HS,No,Late,NA
