Part_ID,Cohort,Session,Group,Grade,Age,Months_at_Start,AoA_SPA,AoA_ENG,SPA_Use,SPA_Contexts,ENG_Contexts,Langs,BESA_Score,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Initial_Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-09,,,,,,,tenían sus chaquetas,Possessive,Clitic,Feminine,Plural,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-10,0,,,,,,está abierta,Indicative,Subjunctive,,,abrir,143932,Regular
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-11,,,,1,1,,están limpiando el perro,DP,Clitic,Masculine,Singular,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-12,0,,,,,,ve su hermano,Omission,DOM,Masculine,Singular,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-13,,,,1,1,,escuchando la música,DP,Clitic,Feminine,Singular,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-14,0,,,,,,exitó**,Preterit,Subjunctive,,,ir,603647,Irregular
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-15,,,,1,1,,tirar los libros,DP,Clitic,Masculine,Plural,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-16,0,,,,,,ve su hijo,,DOM,Masculine,Singular,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-17,,,,0,1,,comiendo los galletas,Gender,Clitic,Feminine,Plural,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-18,0,,,,,,comiendo la arroz,Gerund,Subjunctive,,,comer,213756,Regular
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-19,,,,,,,cocinar pescado,BN,Clitic,Masculine,Singular,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-20,0,,,,,,una niña,,DOM,Feminine,Singular,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-21,,,,1,1,,cerrando la puerta,DP,Clitic,Feminine,Singular,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-22,0,,,,,,no tenía las chaquetas,Imperfect indicative,Subjunctive,,,poner,514285,Irregular
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-23,,,,1,1,,jugando con los instrumentos,DP,Clitic,Masculine,Plural,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-24,1,,,,,,ve a dos niñas,,DOM,Feminine,Plural,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-25,,,,1,1,,necesitan las mascarillas,DP,Clitic,Feminine,Plural,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-26,0,,,,,,ver a la tele,Infinitive,Subjunctive,,,ver,1611795,Irregular
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-27,1,,,,,,ve a dos niñas,,DOM,Feminine,Plural,,,
H19,1,2,L2,8,10,129,,,,2,5,,4,Russian,No,Yes,Yes,Production,Prod-28,0,,,,,,el sol,No verb,Subjunctive,,,salir,334324,Irregular
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-01,0,,,,,,un niño,Omission,DOM,Masculine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-02,0,,,,,,escriben,Indicative,Subjunctive,,,escribir,265684,Regular
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-03,,,,1,1,,explotan el globo,DP,Clitic,Masculine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-04,0,,,,,,el niño,Omission,DOM,Masculine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-05,,,,1,1,,compartiendo la pizza,DP,Clitic,Feminine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-06,0,,,,,,hacen ejercicio,Indicative,Subjunctive,,,hacer,2726954,Irregular
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-07,,,,1,1,,están diciendo los números,DP,Clitic,Masculine,Plural,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-08,1,,,,,,a una niña,,DOM,Feminine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-09,,,,,,,sus chaquetas,DP,Clitic,Feminine,Plural,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-10,0,,,,,,abrir,Infinitive,Subjunctive,,,abrir,143932,Regular
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-11,,,,1,1,,el perro,DP,Clitic,Masculine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-12,0,,,,,,el niño,Omission,DOM,Masculine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-13,,,,1,1,,escuchando la música,DP,Clitic,Feminine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-14,0,,,,,,se van,Indicative,Subjunctive,,,ir,603647,Irregular
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-15,0,,1,,,Le,le ponen,Dative,Clitic,Masculine,Plural,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-16,0,,,,,,su niño,Omission,DOM,Masculine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-17,0,0,1,,,,los comen,Gender,Clitic,Feminine,Plural,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-18,0,,,,,,comen,Indicative,Subjunctive,,,comer,213756,Regular
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-19,1,1,1,,,,lo cocina,,Clitic,Masculine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-20,0,,,,,,la niña,Omission,DOM,Feminine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-21,0,0,1,,,Vern stem,lo cerran,Gender,Clitic,Feminine,Singular,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-22,0,,,,,,ponen,Indicative,Subjunctive,,,poner,514285,Irregular
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-23,0,1,0,,,Accuracy code changed from 1 to 0 -Jen,lo juegan,Number,Clitic,Masculine,Plural,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-24,0,,,,,,las niñas,Omission,DOM,Feminine,Plural,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-25,0,0,0,,,,lo ponen,Gender/Number,Clitic,Feminine,Plural,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-26,0,,,,,,quiere ver,Indicative,Subjunctive,,,ver,1611795,Irregular
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-27,0,,,,,,los niños,Omission,DOM,Feminine,Plural,,,
H20,1,1,Heritage,5,11,138,,,,5,5,,8,Heritage Spanish,,,,Production,Prod-28,0,,,,,,el sol está,Indicative,Subjunctive,,,salir,334324,Irregular
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-01,0,,,,,,un niño,Omission,DOM,Masculine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-02,0,,,,,,escriben,Indicative,Subjunctive,,,escribir,265684,Regular
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-03,,,,,,,rompiendo,Omission,Clitic,Masculine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-04,0,,,,,,se ve su niño,Omission,DOM,Masculine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-05,,,,,,,estan comiendo,Omission,Clitic,Feminine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-06,0,,,,,,hacer ejercicio,Infinitive,Subjunctive,,,hacer,2726954,Irregular
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-07,,,,,,,contando,Omission,Clitic,Masculine,Plural,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-08,1,,,,,,se está viendo la niña,Omission,DOM,Feminine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-09,,,,,,POSSESSIVE,sacando sus chaquetas,DP,Clitic,Feminine,Plural,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-10,0,,,,,,abrir,Infinitive,Subjunctive,,,abrir,143932,Regular
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-11,,,,,,,bañando,Omission,Clitic,Masculine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-12,0,,,,,,viendo el niño,Omission,DOM,Masculine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-13,,,,,,,oyendo,Omission,Clitic,Feminine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-14,0,,,,,,ir de su casa,Infinitive,Subjunctive,,,ir,603647,Irregular
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-15,,,,,,"error code changed to omission (PP not DP), gen/num codes removed -Jen ",poniendo a la mesa,Omission,Clitic,Masculine,Plural,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-16,1,,,,,,viendo a su hijo,,DOM,Masculine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-17,,,,,,,comiendo,Omission,Clitic,Feminine,Plural,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-18,0,,,,,,comen su comida,Indicative,Subjunctive,,,comer,213756,Regular
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-19,,,,1,1,,poniendo el pescado,DP,Clitic,Masculine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-20,1,,,,,,está viendo la niña,Omission,DOM,Feminine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-21,,,,,,,cerrando,Omission,Clitic,Feminine,Singular,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-22,0,,,,,,ponen las chaquetas,Indicative,Subjunctive,,,poner,514285,Irregular
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-23,1,1,1,,,,usandolos/tocandolos,,Clitic,Masculine,Plural,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-24,1,,,,,,se ve a las niñas,,DOM,Feminine,Plural,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-25,,,,1,1,Coded added DP -jen POSSESSIVE,sacando sus mascaras,DP,Clitic,Feminine,Plural,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-26,0,,,,,,ve la televisión,Indicative,Subjunctive,,,ver,1611795,Irregular
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-27,1,,,,,,se ve a las niñas,,DOM,Feminine,Plural,,,
H21,1,1,L2,5,11,,,,,,,,8,L2 learner,L2,L2,L2,Production,Prod-28,0,,,,,,esta soleado,Indicative,Subjunctive,,,salir,334324,Irregular
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-01,0,,,,,,ve un niño,Omission,DOM,Masculine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-02,0,,,,,,escibir,Infinitive,Subjunctive,,,escribir,265684,Regular
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-03,,,,,,,pop,English,Clitic,Masculine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-04,0,,,,,,ve un niño,Omission,DOM,Masculine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-05,0,,,1,1,,comen la pizza,DP,Clitic,Feminine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-06,0,,,,,,tiene ejercito,Indicative,Subjunctive,,,hacer,2726954,Irregular
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-07,,,,,,,add the numbers,English,Clitic,Masculine,Plural,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-08,0,,,,,,la niña y el perro,Omission,DOM,Feminine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-09,0,,,1,1,,sacan las chaqetas,DP,Clitic,Feminine,Plural,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-10,0,,,,,,abrir,Infinitive,Subjunctive,,,abrir,143932,Regular
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-11,0,,,,,,bañan,Omission,Clitic,Masculine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-12,0,,,,,,ve el niño,Omission,DOM,Masculine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-13,,,,1,1,,oye la musica,DP,Clitic,Feminine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-14,,,,,,,N/A,English,Subjunctive,,,ir,603647,Irregular
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-15,,,,1,1,Codes removed for DP (no determiner) -Jen NO VERB,libros en la mesa,DP,Clitic,Masculine,Plural,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-16,0,,,,,,ve el bebé,Omission,DOM,Masculine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-17,,,,1,1,,comen las galletas,DP,Clitic,Feminine,Plural,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-18,0,,,,,,comen el pollo y veg.,Indicative,Subjunctive,,,comer,213756,Regular
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-19,,,,,,english verb,los niños cook,English,Clitic,Masculine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-20,0,,,,,,ve la niña,Omission,DOM,Feminine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-21,0,,,1,1,,cierran la puerta,DP,Clitic,Feminine,Singular,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-22,0,,,,,,pusir la chaqueta,Other,Subjunctive,,,poner,514285,Irregular
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-23,,,,1,1,,jugar los instrumentos,DP,Clitic,Masculine,Plural,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-24,0,,,,,,ve la niñas,Omission,DOM,Feminine,Plural,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-25,,,,,,,puse mascaras en sus caras,BN,Clitic,Feminine,Plural,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-26,0,,,,,,ven televisión,Indicative,Subjunctive,,,ver,1611795,Irregular
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-27,0,,,,,,ve las niñas,Omission,DOM,Feminine,Plural,,,
H22,1,1,Heritage,5,11,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-28,0,,,,,,hay sol,Indicative,Subjunctive,,,salir,334324,Irregular
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-01,0,,,,,,ve su niño,Omission,DOM,Masculine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-02,0,,,,,,escriben,Indicative,Subjunctive,,,escribir,265684,Regular
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-03,,,,1,1,,rompen el globo,DP,Clitic,Masculine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-04,0,,,,,,ve su niño,Omission,DOM,Masculine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-05,,,,1,1,,comen la pizza,DP,Clitic,Feminine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-06,0,,,,,,que niños ejerciza,Other,Subjunctive,,,hacer,2726954,Irregular
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-07,,,,1,1,,cuentan los números,DP,Clitic,Masculine,Plural,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-08,0,,,,,,su ve su niño,Omission,DOM,Feminine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-09,,,,,,,dejando sus chaquetas al suelo,Su,Clitic,Feminine,Plural,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-10,0,,,,,,que abre la puerta,Indicative,Subjunctive,,,abrir,143932,Regular
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-11,,,,1,1,,están lavando el perro,DP,Clitic,Masculine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-12,0,,,,,,se ve un niño,Omission,DOM,Masculine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-13,,,,1,1,,están escuchando la música,DP,Clitic,Feminine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-14,0,,,,,,que salen,Indicative,Subjunctive,,,ir,603647,Irregular
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-15,,,,1,1,,pongan los libros,DP,Clitic,Masculine,Plural,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-16,0,,,,,,se ve el bebé,Omission,DOM,Masculine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-17,,,,1,1,,comen las galletas,DP,Clitic,Feminine,Plural,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-18,0,,,,,,que los niños comen,Indicative,Subjunctive,,,comer,213756,Regular
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-19,,,,1,1,,están cocinando el pescado,DP,Clitic,Masculine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-20,0,,,,,,se ve una niña,Omission,DOM,Feminine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-21,,,,1,1,,cierran la puerta,DP,Clitic,Feminine,Singular,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-22,1,,,,,,que se pongan las chaquetas,,Subjunctive,,,poner,514285,Irregular
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-23,,,,1,1,,se tocan los instrumentos,DP,Clitic,Masculine,Plural,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-24,1,,,,,,se ve a dos niñas,,DOM,Feminine,Plural,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-25,,,,1,1,,se pongan las mascarillas,DP,Clitic,Feminine,Plural,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-26,1,,,,,,quiere que se miren **,,Subjunctive,,,ver,1611795,Irregular
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-27,1,,,,,,se ve a sus amigos,,DOM,Feminine,Plural,,,
H22,1,2,Heritage,8,,138,,,,4,3,,8,Heritage Spanish,,,,Production,Prod-28,0,,,,,,quiere que la clima es soleado,Indicative,Subjunctive,,,salir,334324,Irregular
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-01,0,,,,,,un niño,Omission,DOM,Masculine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-02,0,,,,,,escriben,Indicative,Subjunctive,,,escribir,265684,Regular
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-03,,,,,,SUBJ,hace que no tenga aire,Other,Clitic,Masculine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-04,0,,,,,,su hijo,Omission,DOM,Masculine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-05,,,,1,1,,cortan la pizza,DP,Clitic,Feminine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-06,,,,,,,ejercicen,Regular,Subjunctive,,,hacer,2726954,Irregular
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-07,,,,1,1,Stem verb,contan los numeros,DP,Clitic,Masculine,Plural,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-08,1,,,,,,ve a su niña,,DOM,Feminine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-09,,,,,,,hacen que se quitan,Other,Clitic,Feminine,Plural,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-10,0,,,,,,abre,Indicative,Subjunctive,,,abrir,143932,Regular
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-11,,,,1,1,,lavan el perro,DP,Clitic,Masculine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-12,1,,,,,,a un niño,,DOM,Masculine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-13,,,,,,,escuchan musica,BN,Clitic,Feminine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-14,0,,,,,,salen,Indicative,Subjunctive,,,ir,603647,Irregular
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-15,,,,1,1,,ponen los libros,DP,Clitic,Masculine,Plural,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-16,1,,,,,,a su hijo,,DOM,Masculine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-17,,,,1,1,,comen las galletas,DP,Clitic,Feminine,Plural,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-18,0,,,,,,comer la cena,Infinitive,Subjunctive,,,comer,213756,Regular
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-19,,,,1,1,,cocinan el pescado,DP,Clitic,Masculine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-20,0,,,,,,la niña,,DOM,Feminine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-21,,,,1,1,Verb stem,cerran la puerta,DP,Clitic,Feminine,Singular,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-22,0,,,,,,se quiere poner,Infinitive,Subjunctive,,,poner,514285,Irregular
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-23,,,,1,1,Verb stem,jugan los instrumentos,DP,Clitic,Masculine,Plural,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-24,0,,,,,,ve las niñas,Omission,DOM,Feminine,Plural,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-25,,,,1,1,,ponen la mascara,DP,Clitic,Feminine,Plural,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-26,0,,,,,,quiere ver la TV,Infinitive,Subjunctive,,,ver,1611795,Irregular
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-27,0,,,,,,ve las niñas,Omission,DOM,Feminine,Plural,,,
H23,1,1,L2,5,11,137,,,,2,3,,8,L2 learner,L2,L2,L2,Production,Prod-28,0,,,,,,estaba soleado,Indicative,Subjunctive,,,salir,334324,Irregular
H24,1,1,Heritage,5,11,138,,,,2,3,,8,Heritage Spanish,,,,Production,Prod-01,0,,,,,,su hijo,Omission,DOM,Masculine,Singular,,,
H24,1,1,Heritage,5,11,138,,,,2,3,,8,Heritage Spanish,,,,Production,Prod-02,0,,,,,,escribe,Indicative,Subjunctive,,,escribir,265684,Regular
